threshold,mean_leaves,std_leaves,cv_accuracy_mean,cv_accuracy_std
0.0,1387.0,0.0,0.8939999999999999,0.012999999999999989
5.0,1376.683,7.845030975082253,0.8939999999999999,0.0163248277173145
6.0,1372.9885,9.592933219302635,0.8960000000000001,0.009300537618869136
7.0,1368.97,11.252959610697978,0.8959999999999999,0.009027735042633898
8.0,1364.8255,12.743902453722722,0.9019999999999999,0.0069641941385920406
9.0,1360.2145,14.26700703546473,0.8960000000000001,0.008455767262643871
10.0,1355.0365,15.74303553162477,0.9,0.02150581316760656
11.0,1349.539,17.424507998792965,0.9085000000000001,0.008602325267042635
12.0,1343.7805,18.765535424016015,0.9005000000000001,0.006782329983125263
13.0,1337.686,20.45290698164933,0.9025000000000001,0.005477225575051655
14.0,1331.335,21.97650506791287,0.9019999999999999,0.005567764362830043
15.0,1325.0455,23.621080198627666,0.8965,0.017720045146669323
20.0,1290.295,33.89970464473105,0.897,0.015604486534327234
25.0,1252.0375,45.98368290763584,0.8985,0.008455767262643866
30.0,1211.986,57.649725099084385,0.8985000000000001,0.015937377450509244
35.0,1174.162,64.988620203848,0.8949999999999999,0.018506755523321743
40.0,1138.279,70.3539562427018,0.8865000000000001,0.01736375535418532
45.0,1102.267,74.63630290280997,0.8915000000000001,0.017860571099491764
50.0,1066.3045,79.03313089932601,0.8945000000000001,0.01584297951775486
55.0,1030.1005,85.24743632362207,0.8965,0.015858751527153717
60.0,995.851,93.25331521720823,0.898,0.017492855684535888
65.0,966.6085,106.0691341896878,0.8985,0.01736375535418533
70.0,942.334,122.46416391744975,0.8940000000000001,0.014628738838327807
75.0,925.567,138.0931081227445,0.892,0.016309506430300085
80.0,916.402,149.8180309442091,0.8955,0.01017349497468792
85.0,912.601,156.27156106918497,0.8925000000000001,0.010839741694339374
90.0,911.674,158.35535268502923,0.892,0.009924716620639585
95.0,911.4265,159.01039776615238,0.892,0.009924716620639585
100.0,911.392,159.13400119396232,0.892,0.009924716620639585
