threshold,mean_leaves,std_leaves,cv_accuracy_mean,cv_accuracy_std
0.0,1387.0,0.0,0.8,0.017480147469502518
5.0,1372.755,8.742137896418702,0.8366666666666667,0.017159383568311686
10.0,1344.85,17.35014409162068,0.8233333333333335,0.038514066694304475
15.0,1308.855,25.96736365132202,0.795,0.035978388574871484
20.0,1266.805,34.739703150717915,0.7816666666666665,0.04813176359397884
25.0,1221.57,45.02527179262775,0.78,0.043333333333333335
30.0,1177.325,50.21065001570882,0.7833333333333333,0.050826502273256344
35.0,1133.915,52.7685301576612,0.79,0.040960685758148346
40.0,1089.86,54.86374394807558,0.78,0.040345728123034
45.0,1043.895,55.09958234868937,0.7783333333333334,0.03519785346990479
50.0,994.45,54.88421904336437,0.7683333333333333,0.03391164991562633
65.0,822.28,49.97641043532438,0.7716666666666667,0.047022453265552946
70.0,761.305,48.93303562012069,0.7716666666666667,0.05099019513592784
75.0,698.365,51.412856125681245,0.7816666666666665,0.04546060565661953
80.0,632.845,53.7823481729833,0.7816666666666667,0.05512611802847075
85.0,558.15,52.17726995541258,0.79,0.034318767136623324
90.0,471.64,46.43339746346373,0.775,0.04503085362035433
95.0,355.11,38.27894852265407,0.775,0.05602578771323871
100.0,129.515,31.954651852273404,0.73,0.04428443418528808
